STEMMERstemmer|list
llegab|[llegabamos]
gio|[gio]
limitadit|[limitadito]
airos|[airosos, airosa, airoso]
arbori|[arborio]
obrand|[obrando]
rosti|[rosti]
reconfirm|[reconfirmado]
toled|[toledo]
rostr|[rostros, rostro]
fills|[fills]
ghe|[ghee]
tolem|[tolem]
restautar|[restautarante]
exquisitely|[exquisitely]
toler|[tolerable, tolerar, tolerancia, tolera, tolerables, tolerantes, tolero, toleran, toleraba, tolerado]
rindant|[rindante]
esplendid|[esplendidamente]
linternit|[linternitas]
rejuvenec|[rejuvenecimiento, rejuvenecido]
pionon|[pionono]
sanisim|[sanisimas]
evians|[evians]
ariadn|[ariadna]
limnit|[limnitadas]
\xbfte|[\xbfte]
smorgasbord|[smorgasbord]
capelettis|[capelettis]
reposer|[reposeras]
gen|[genes]
get|[get, gete]
postal|[postal, postales]
infrecuent|[infrecuente, infrecuentes]
gehobern|[gehoberner]
ger|[geran]
historicamet|[historicamete]
1\xb0calid|[1\xb0calidad]
clapore|[claporeo]
croissants|[croissants]
hamurgues|[hamurguesas]
edith|[edith]
remont|[remonta, remonten, remonto, remontan, remontar, remontaron, remontaba, remontamos, remonte, remontada]
i'd|[i'd]
\xbfun|[\xbfun]
i'm|[i'm]
baknal|[baknal]
gel|[gelado, gel, gelida, gelido, geles]
\xbfqu|[\xbfque]
caballer|[caballeros, caballerosidad, caballero]
quiniel|[quiniela]
brech|[brecha]
banfi|[banfi]
hippong|[hippongo]
golaz|[golazo]
tolal|[tolalmente]
gde|[gde]
golas|[golaso]
cargose|[cargoseos, cargoseo]
suntuos|[suntuoso, suntuosos]
proteic|[proteico]
personl|[personlamente]
icreibl|[icreible, icreibles]
decpcion|[decpciona, decpcionante]
f\xe0bric|[f\xe0brica]
alomodovarian|[alomodovarianos]
\xbfsi|[\xbfsi]
bailarin|[bailarines, bailarin, bailarina, bailarinas]
bream|[bream]
mayorcit|[mayorcito]
\xbfse|[\xbfse]
pantalon|[pantalon, pantalones]
interfer|[interferir]
muchol|[mucholes]
microentr|[microentro]
muchoo|[muchooo]
psicolog|[psicologicos]
scarfac|[scarface]
break|[break]
expicacion|[expicacion]
luyg|[luygar]
berengen|[berengena, berengenas]
'ambianc|['ambiance]
import|[importante, importe, importa, importar, importo, importada, importantes, importadas, importarles, importancia, importado, importaba, importarle, importadores, importados, importara, importan, importaron]
monstruos|[monstruosos, monstruoso]
cristalizadisim|[cristalizadisimo]
central|[central, centrales]
betty|[betty]
facil|[facil, faciles, facilmente, facilidad, facilismos, facilismo]
gab|[gabo]
prncipal|[prncipal]
morron|[morron, morrones]
facin|[facinados, facina, facino, facinada]
gai|[gai]
enharin|[enharinadas]
reclant|[reclantado]
esplendor|[esplendor, esplendorosa, esplendoroso]
`plastic|[`plasticas]
gas|[gas]
gau|[gaua]
romanticas\x94|[romanticas\x94]
gat|[gatos, gato, gata, gatear]
friiii|[friiiia]
luzc|[luzcan]
gav|[gave]
gay|[gay, gaye]
noved|[novedosa, novedad, novedoso, novedosos, novedosas]
anticipaci\xf2n|[anticipaci\xf2n]
poster|[posteres, postere]
gaj|[gaja, gajo, gajos, gajar]
duos|[duos]
gam|[gama, gamas]
gal|[gala, galan, gales, galo, galos, galas]
noven|[novena]
gan|[ganas, gana, ganar, ganado, ganan, ganarse, gane, ganamos, ganados, gano, ganaban, ganada, ganando, ganarle, ganaron, gan, ganarsela, ganarla]
novel|[novela]
novet|[novetoso]
disorganiz|[disorganized]
dupl|[dupla]
sujet|[sujetivo, sujeto, sujetos, sujeta]
anhel|[anhelo, anhelada]
trastabill|[trastabillo]
talent|[talentosa, talentosos, talento, talentoso, talented]
injustificavel|[injustificavel]
pioner|[pioneros, pionero, pionera]
llevarsl|[llevarslas]
damble|[damblee]
demiglac|[demiglace]
caballir|[caballiro]
exceletn|[exceletne]
contextur|[contextura]
caballit|[caballito, caballitos]
superpersonaliz|[superpersonalizada]
conchit|[conchitas]
clocl|[cloclo]
sevill|[sevilla]
persoal|[persoalmente]
filet|[filetes, filete, filetearse, fileteadas, filet, fileto, fileteado, fileteara, fileteada, fileteados]
lodij|[lodije]
est\xc1|[est\xc1]
tortelloni|[tortelloni]
rotari|[rotaria]
\xbfno|[\xbfno]
impost|[impostada, impostado]
duqu|[duque, duques]
so\xf1an|[so\xf1ana]
arriesg|[arriesgar, arriesgas, arriesgarme, arriesgarse, arriesgamos, arriesgue, arriesgado, arriesgada, arriesgo, arriesgandose, arriesgarnos, arriesgaron, arriesgadas]
location|[location]
\xbfla|[\xbfla]
secretisim|[secretisimo]
durm|[durmieron, durmiendo]
acondcion|[acondcionado]
libretit|[libretita]
nacmient|[nacmiento]
prior|[prior]
eleccon|[eleccon]
flexibil|[flexibilidad]
santiam|[santiamen]
fujis|[fujisan]
caponatt|[caponatta]
est\xe0|[est\xe0]
acept\xf2|[acept\xf2]
pwer|[pwero]
impong|[impongan]
\xbfme|[\xbfme]
banan|[banana, bananas]
banal|[banal]
vaari|[vaarios]
maguil|[maguila]
\xbflo|[\xbflo]
fagottini|[fagottini]
dust|[dusted, dustando]
revolvi|[revolvio]
est\xe3|[est\xe3o]
leberbush|[leberbush]
est\xe8|[est\xe8]
bolichorr|[bolichorro]
restor\xc1n|[restor\xc1n]
pesadissim|[pesadissima]
primi|[primi]
primr|[primra]
prescind|[prescindiendo, prescindir, prescindible, prescindimos]
tonyun|[tonyuno]
duty|[duty]
princ|[princ]
facon|[facon]
santiag|[santiago]
pretenci|[pretencioso, pretenciosa, pretenciosos, pretenciosidad, pretenciosas]
conchet|[concheto]
pretendi|[pretendia, pretendian, pretendio, pretendiamos]
priob|[priobar]
antros|[antros]
33\xba|[33\xba]
espantosooooooooo|[espantosoooooooooo]
\xa1\xa1\xa1|[\xa1\xa1\xa1]
dijol|[dijoles]
palihuelad|[palihuelade]
alivian|[alivianada, alivianar]
dijon|[dijon]
festaj|[festajamos, festajar]
ercolan|[ercolane]
cadillacs|[cadillacs]
catacumb|[catacumba, catacumbas]
cuidacoch|[cuidacoches, cuidacoche]
adherent|[adherencia]
reclaent|[reclaentadas]
acpet|[acpetablemente, acpetara]
rosan|[rosana]
absolument|[absolument]
tetrit|[tetrito]
despuesd|[despuesde, despuesd]
33\xb0|[33\xb0]
prici|[pricios]
centric|[centrica, centricos, centrico]
tetric|[tetrico, tetrica]
contratacion|[contratacion]
involuntari|[involuntario, involuntariamente]
suavid|[suavidad]
defec|[defecaba]
correccional|[correccional]
extraodinari|[extraodinariamente]
eleccion\xa1\xa1|[eleccion\xa1\xa1]
cajetill|[cajetilla]
'al|['al]
fuy|[fuy]
damasc|[damascos]
reseni|[resenias]
hs\xbf|[hs\xbf]
fur|[fur, furamos]
pens\xe8|[pens\xe8]
disfrutari|[disfrutaria]
fus|[fuso]
resent|[resentido, resentir]
fut|[futos]
\xbfen|[\xbfen]
reincidir|[reincidire]
domiung|[domiungo]
\xbfes|[\xbfes]
entretenert|[entretenerte]
\xbfeh|[\xbfeh]
\xbfel|[\xbfel]
penal|[penalidades]
lung|[lunga, lungar]
pens\xf2|[pens\xf2]
segafred|[segafredo]
facet|[faceta, facetas]
homenaj|[homenaje, homenajear, homenajearon, homenajeado, homenajandonos, homenajeada, homenajearse]
\xbfde|[\xbfde]
amenaz|[amenazo, amenazada, amenazante, amenaza, amenazarnos, amenazan]
edict|[edictos]
pellet|[pelleto]
postre|[postreo, postrea, postree]
disconform|[disconforme, disconformismo, disconformes, disconformidad, disconformen]
muchac|[muchaco]
fue|[fue, fuea]
casablanc|[casablanca]
extraordinair|[extraordinaira]
victim|[victima, victimas]
fua|[fua]
somosun|[somosuna]
traspiracion|[traspiracion]
fuiom|[fuiomos]
signific|[significaba, significado, significan, significativamente, significativa, significativo, significaban, significativos]
postrs|[postrs]
postrt|[postrte]
fum|[fuma, fumar, fumaba, fumando, fumarse, fuman, fumo, fumara, fumadas, fumaran, fumen, fume, fumaban, fumas, fumaron, fumamos, fumos, fumado, fumarnos]
fun|[funido, fun]
fug|[fuga]
fui|[fui, fuia]
reserb|[reserbar]
angel|[angeles, angel, angela, angelica]
resequ|[resequen, reseque]
definis|[definis]
explosion|[explosion, explosiones]
\xbfcu|[\xbfcuando]
definit|[definitiva, definitivamente, definiticamente, definitivos, definita]
dilect|[dilectos]
trimestr|[trimestre]
defin|[define, definidos, definirlo, definido, definir, definirse, definida, definidas, definan, definimos, defina, definen, definieron]
kilometr|[kilometrica, kilometros, kilometro]
fre|[freir, free, freirla, freido, freirlas, freirlos, freirlo, freida]
tabuleh|[tabuleh]
suaviz|[suavizar, suavizan, suavizadas, suaviza]
comnetari|[comnetaria]
fri|[fria, frias, frio, frios, frien, fries, fried, fri]
reserv|[reservar, reserva, reservado, reserve, reservamos, reservas, reservara, reservo, reservaron, reservando, reserven, reservada, reservados, reservan, reservarse, reserves, reservaba, reservadas, reservaciones, reservaste, reservaban, reserver, reservarlo, reservarnos, reservaran, reservaremos, reservarlos]
omision|[omisiones]
sydney|[sydney]
m{usic|[m{usica]
pinheir|[pinheiro]
fuimo|[fuimoe]
fuimm|[fuimmos]
lorafael@fibertel|[lorafael@fibertel]
fuimn|[fuimnos]
mutis|[mutis]
amenab|[amenabar]
pried|[priedad]
novat|[novatos, novata]
fro|[froid]
requsiit|[requsiitos]
fru|[frua]
\xd3tim|[\xd3timo, \xd3timas]
corbat|[corbata]
dulc|[dulce, dulces]
duld|[dulde]
turbin|[turbina]
mexico\x96|[mexico\x96]
fox|[fox]
luig|[luigar]
for|[for, foro, fora, foros]
cumplis|[cumplis]
fot|[fotos, foto]
fom|[fomos, fome]
foi|[foi, foie]
tremend|[tremenda, tremendamente, tremendo, tremendas, tremendos]
montalb|[montalban]
inexact|[inexacto]
nouss|[nousse]
luis|[luis]
'la|['la]
foz|[fozada]
advertent|[advertencia, advertencias]
macaru|[macaruya]
r4ecomend|[r4ecomendable]
pucherodlem|[pucherodlemar]
tolon|[tolon]
vedic|[vedico, vedica]
helader\xec|[helader\xeca]
fuist|[fuiste]
pretensi|[pretensiosos, pretensioso, pretensiosa, pretensiosidad, pretensiosas]
recomnedari|[recomnedaria]
rosit|[rosita]
princical|[princical]
persever|[perseverancia]
dunkans|[dunkans]
sofistica\xe7\xe3|[sofistica\xe7\xe3o]
fuism|[fuismos]
resevr|[resevras]
pleasantly|[pleasantly]
lugf|[lugfar]
lugg|[luggar]
enojad|[enojadaron]
montand|[montand]
lugr|[lugra, lugr, lugrar, lugraes]
lugu|[luguar]
desbalanc|[desbalances]
hondaz|[hondazo]
angul|[angulo, angulos, angulas]
letici|[leticia]
lezam|[lezama]
amenen|[ameneno]
murill|[murillo]
postur|[postura]
riquisimoooooooooooo|[riquisimooooooooooooo]
cherni|[chernia]
emcantadis|[emcantadisimos]
foc|[foco, focos]
foa|[foa]
victor|[victor]
fof|[fofas]
banqu|[banque]
lump|[lumpen]
estadist|[estadisticas]
apertur|[apertura]
baglaw|[baglawa]
cuadrd|[cuadrdas]
protagoniz|[protagonizan]
sucedi|[sucedio, sucedia, sucedian]
ameniz|[amenizan, amenizar, amenizo, ameniza, amenizado, amenizaba, amenizando]
tip\xecc|[tip\xeccas]
muchis|[muchisimos, muchisismo]
duch|[duchar, ducha, ducharme, duchos]
duck|[duck]
antrad|[antradas]
lezic|[lezica]
ducl|[ducle]
langostinit|[langostinitos]
pyram|[pyramid]
duas|[duas]
fli|[flia, fliar, flias]
fymbo|[fymbo]
flu|[fluido, fluir, fluida, fluyeron]
lulj|[luljos]
luli|[luli]
alucinanat|[alucinanate]
flo|[flo]
cumplem|[cumplemes]
ca\xf2tic|[ca\xf2tico]
fly|[fly]
verdader|[verdadera, verdadero, verdaderamente, verdaderos, verdaderas]
dubi|[dubio]
fma|[fma]
lulu|[lulu]
esepr|[eseprarlo]
cumplea|[cumpleaos]
passing|[passing]
hungar|[hungaro, hungaros]
fid|[fides]
verader|[veradero, veradera]
fic|[ficamos, ficando, fica]
juliett|[juliette]
dancing|[dancing]
fig|[fige]
dudu|[duduar]
fij|[fijas, fijo, fijos, fija, fijan, fijen, fije, fijarse, fijandose, fijamos, fijar, fijarnos, fijes, fijamente, fijado, fijaron]
yuquit|[yuquitas]
gallard|[gallardo]
tuerc|[tuerca]
fil|[filo, fila, filas, file]
'el|['el]
fin|[fin, fina, fines, finas, finos, fino, finamente, fine]
fim|[fimos]
defas|[defasado, defasados]
fit|[fitas]
fiu|[fiu]
fiv|[five]
'es|['es]
fix|[fixed]
chawanmushi|[chawanmushi]
fiz|[fiz, fizemos]
duer|[duero]
duel|[duela, duele, duelen, duelo]
passion|[passion]
duen|[dueno, duena, duenos]
cherri|[cherries, cherri, cherrie]
mejorn|[mejorn]
mejors|[mejors]
mejorr|[mejorr]
coxinh|[coxinhas]
mejori|[mejoria]
cherry|[cherry]
dudd|[dudda]
finalmenty|[finalmentye]
cuzcuz|[cuzcuz]
casuali|[casualiad]
pwro|[pwro]
amargur|[amargura]
bechamel|[bechamel]
improb|[improbable]
hors|[horses]
undestand|[undestand]
birr|[birras, birra]
horn|[horno, hornos, horneado, horneadas, hornearse, horneada, horneados, hornean, hornado]
sabras|[sabrasas]
besti|[bestia, bestias]
horm|[hormo]
pxma|[pxma]
horr|[horrosas]
birl|[birlan]
acord|[acordar, acorde, acordaste, acordes, acordarse, acordado, acordo, acordaba, acordas, acordaran, acordaban, acordada, acordamos, acordemos, acordaron, acordemente, acordarme, acordando]
folli|[follie]
hosc|[hosca, hoscos]
acopl|[acoplado, acopla]
ovied|[oviedo]
host|[host]
decepcionadd|[decepcionaddos]
conclusi\xf2n|[conclusi\xf2n]
intromision|[intromision, intromisiones]
neutral|[neutral, neutrales]
llegaton|[llegaton]
besug|[besugo]
cllim|[cllima]
gastatel|[gastatelo]
paraci|[paracia, paracio]
existem|[existem]
inyect|[inyectaron]
mel\xe3|[mel\xe3o]
peltz|[peltz]
humahuac|[humahuaca]
avons|[avons]
hots|[hots]
ubicat|[ubicate]
caipivodk|[caipivodka]
ascendent|[ascendencia, ascendente]
oporun|[oporunidades]
restuarnt|[restuarnte]
famosisim|[famosisimas, famosisimo, famosisima]
hous|[house]
hour|[hour]
acond|[acond]
debi\xf2|[debi\xf2]
pelus|[pelusa]
ntes|[ntes]
\xa1salud|[\xa1saludos, \xa1salud]
frecur|[frecura]
biri|[biri]
ampliacion|[ampliaciones, ampliacion]
salvator|[salvatore]
public|[publico, publicidades, publicar, publicado, publicados, publicidad, publicos, publicada, publicaron, publicas, publicadas, publica, publican, publicaran, publicamente, publicaban, publicarlos, publicida]
chetaj|[chetaje]
hong|[hongos, hong, hongo]
incomodiiisim|[incomodiiisimas]
bing|[bingo]
correspondi|[correspondia, correspondio, correspondian]
honr|[honre, honra, honrosas]
batatit|[batatitas]
superprofesional|[superprofesionales]
dad|[dada, dado, dadas, dad, dados]
daa|[daa, daaaba]
dab|[daban, daba, dabamos, dabas]
opci{on|[opci{on]
pelot|[pelota, pelotas]
dal|[dale]
patynes|[patynesas]
dificult|[dificultando, dificultan, dificulta, dificultad, dificultoso, dificultosa, dificultaba, dificulto, dificultaban, dificulte]
dat|[dato, data, datos, date]
das|[das]
dibujit|[dibujitos]
dar|[daremos, dar, dare, dara, daro, daran, daras]
items|[items]
paragu|[paragua, paraguas]
dan|[dan, danado, danes]
dam|[damas, damos, dama, dame]
day|[day]
dilem|[dilema]
escandinavi|[escandinavia]
dav|[davan, david, dave]
auricular|[auriculares]
bill|[bill]
dde|[dde]
f&f|[f&f]
desacert|[desacertada, desacerte, desacertado, desacertadas]
europ|[europa, europeas, europe, europeamente]
acost|[acostarlos]
ddl|[ddl]
lapidari|[lapidario]
lights|[lights]
repelent|[repelente]
chapit|[chapitas]
estomag|[estomago, estomagos]
desacerd|[desacerdo]
rapids|[rapids]
cumpela\xf1|[cumpela\xf1os]
capirinh|[capirinha, capirinhas]
atendianb|[atendianb]
bimb|[bimbo]
eccelent|[eccelente]
omiti\xf2|[omiti\xf2]
ni\xc5\x88|[ni\xc5\x88os]
dce|[dce]
vejetarian|[vejetarianas]
acort|[acorta, acortada, acortar, acortan]
entorn|[entorno]
cumplan|[cumplanos]
esfum|[esfumara, esfumo, esfuman, esfumaba]
portions|[portions]
engeneral|[engeneral]
intimacy|[intimacy]
escargots|[escargots]
orient|[orientado, orientar, oriento, orientan, orientarse, orientativa, oriente, orientarnos, orientaron, orientaran, orienta, oriented, orient, orienten, orientada, orientados, orientandonos, orientes, orientaba, orientativo, orientaciones, orientadora, orientadas, orientativos]
presient|[presiento]
rimbomb|[rimbombantes, rimbombante]
improv|[improve, improved]
centroeurop|[centroeuropeas]
profecional|[profecional, profecionalismo]
hord|[hordas]
pettit|[pettit]
cup|[cupo, cup, cupar]
cun|[cunado, cunas]
cul|[culos, culaes, cula, culo]
innnov|[innnovador]
sobremaneir|[sobremaneira]
sleccion|[sleccionados]
cud|[cudado]
algo\r\n|[algo\r\n]
bengal|[bengal, bengala]
cub|[cuba, cubos, cubo, cub]
pelit|[pelito]
cuc|[cuco, cuca]
cua|[cua]
refresc|[refrescante, refrescos, refrescada, refrescarlo, refrescado, refrescan, refresco, refrescantes, refresca]
millar|[millares]
senorita\x94|[senorita\x94]
l\xb4embruix|[l\xb4embruix]
infladit|[infladita, infladitas]
infladis|[infladisimos]
brunell|[brunello]
\xa1agreg|[\xa1agregaron]
correlat|[correlato]
huacamol|[huacamole]
rossini|[rossini]
atncion|[atncion]
cta|[cta]
videomatch|[videomatch]
\xa1\xa1siempr|[\xa1\xa1siempre]
dilat|[dilatarse]
ventresc|[ventresca]
ppalment|[ppalmente]
portill|[portillo]
reinicid|[reinicidir]
sofrivel|[sofrivel]
tempratur|[tempratura]
excelentecal|[excelentecalidad]
homb|[homber]
prepotent|[prepotentes, prepotente, prepotencia]
ceneb|[cenebamos]
desvirtu|[desvirtua, desvirtuado]
inexpres|[inexpresiva, inexpresivas]
acogi|[acogio]
coleccion|[coleccionistas, coleccionista, coleccion, coleccionar]
cervezx|[cervezxa]
holl|[holl]
evaluaci\xf2n|[evaluaci\xf2n]
holg|[holgada, holgados]
portion|[portion]
satisfying|[satisfying]
hond|[hondo, honda, hondos]
cvf|[cvf]
bizi|[bizi]
parais|[paraiso]
quedasill|[quedasillas]
vegan|[veganos, vegano, vegana]
gourmetizacion|[gourmetizacion]
crecient|[creciente]
cus|[cus]
cur|[curados, cure, cura, curosidad, curar, curado, curada]
cut|[cute, cut]
homg|[homgos]
cuy|[cuya, cuyo, cuyas, cuyos]
geniel|[geniel]
extraordinari|[extraordinario, extraordinarios, extraordinaria, extraordinarias, extraordinariamente]
redescubiert|[redescubiertos]
acomp|[acompa]
defect|[defecto, defectos]
honest|[honestamente, honesta, honestos, honesto, honestidad, honestas, honest]
cualquir|[cualquira]
panecill|[panecillos, panecillo]
callecit|[callecita, callecitas]
oyster|[oyster]
monta\xf1ez|[monta\xf1ez, monta\xf1eza]
muuuuuuuuy|[muuuuuuuuy]
lomo\xa1|[lomo\xa1]
arriun|[arriunar]
inglaterr|[inglaterra]
tealosophy|[tealosophy]
hyatt|[hyatt]
inc\xf2mod|[inc\xf2modas, inc\xf2modo]
encurt|[encurtidos]
suministr|[suministros]
acolh|[acolhida]
barzuch|[barzucho]
parapd|[parapdear]
ligerez|[ligereza]
cenab|[cenabamos]
rescat|[rescatable, rescatamos, rescatan, rescatar, rescatados, rescatables, rescato, rescata, rescate, rescatablemente, rescaten, rescatando, rescatado, rescataron]
privaci|[privacia]
bitt|[bitter]
cenar|[cenaramos]
15\xb4par|[15\xb4para]
insisti|[insistio, insistia, insisti, insistian, insistiamos]
madurez|[madurez]
sectopr|[sectopres]
nacional|[nacional, nacionales, nacionalidad, nacionalidades]
genial|[geniales, genial, genialidad, genialmente]
refrend|[refrendo]
dicendon|[dicendonos]
pelin|[pelin]
cm3|[cm3]
cm2|[cm2]
parissienn|[parissienne]
paratr|[paratraer]
tardenoch|[tardenoche]
estableciemient|[estableciemiento]
defens|[defensa, defensiva]
excenlent|[excenlente]
blueberri|[blueberries]
cla|[claido]
interess|[interessantes, interessante]
sevillet|[sevilletas]
cle|[clean]
indirectay|[indirectay]
temprano|[tempranoo]
parmessan|[parmessano]
pinyoresc|[pinyoresco]
cli|[clien]
cln|[cln]
paraun|[parauna]
clo|[clo]
coliflor|[coliflor]
quemadicim|[quemadicimo]
internacional|[internacional, internacionales, internacionalmente]
terson|[tersonas]
hondur|[honduras]
'tradicionales'|['tradicionales']
cmi|[cmi]
primeor|[primeor]
trocit|[trocito, trocitos]
pararc|[pararce]
trnquil|[trnquilo]
\xb4los|[\xb4los]
parari|[pararia]
barak|[baraka]
baraj|[barajar]
cms|[cms]
b\xe0rbar|[b\xe0rbaro]
estupend|[estupenda, estupendos, estupendo, estupendamente, estupendas]
cmo|[cmo]
barab|[barabara]
plastilin|[plastilina]
obsequi|[obsequio, obsequiaron, obsequian, obsequiarme, obsequios]
